account_id,account_name,account_type,industry,geography,country,region,company_size,employee_band,revenue_band,buyer_persona_primary,buyer_persona_secondary,account_tier,current_customer_flag,strategic_account_flag,digital_maturity_score,data_intensity_score,propensity_score,sales_coverage_flag,owner_type
A0151,Orion Manufacturing 151,Prospect,Healthcare,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,59,75,70,Covered,Hunter
A0152,Summit Manufacturing 152,Prospect,Manufacturing,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,No,No,61,75,75,Uncovered,No Owner
A0153,Meridian Global 153,Prospect,Financial Services,Europe,United Kingdom,UKI,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,No,No,61,87,80,Uncovered,No Owner
A0154,Crescent Global 154,Prospect,Technology,Europe,France,France,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,58,70,80,Uncovered,No Owner
A0155,Pioneer Advisory 155,Prospect,Financial Services,APAC,India,India,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,No,No,64,89,75,Uncovered,No Owner
A0156,Frontier Advisory 156,Prospect,Manufacturing,North America,United States,US West,Strategic,10000+,$5B+,Product,CFO,Tier 1,No,Yes,67,73,57,Uncovered,No Owner
A0157,Quantum Solutions 157,Prospect,Technology,Middle East,Qatar,GCC,Mid-Market,1000-4999,$250M-$1B,CFO,Product,Tier 3,No,No,63,87,87,Uncovered,No Owner
A0158,Orion Health 158,Prospect,Technology,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,No,No,68,68,57,Covered,Hunter
A0159,Crescent Capital 159,Customer,Manufacturing,Europe,Germany,DACH,Strategic,10000+,$5B+,Strategy,Product,Tier 1,Yes,Yes,54,82,60,Covered,Farmer
A0160,Quantum Ventures 160,Prospect,Manufacturing,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,No,No,59,61,45,Uncovered,No Owner
A0161,Crescent Partners 161,Prospect,Manufacturing,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,No,Yes,72,78,77,Covered,Hunter
A0162,Evergreen Manufacturing 162,Prospect,Healthcare,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,No,87,87,68,Uncovered,No Owner
A0163,Sterling Advisory 163,Prospect,Healthcare,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,No,No,78,73,71,Covered,Hunter
A0164,Clearview Insights 164,Prospect,Manufacturing,Middle East,United Arab Emirates,UAE,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,No,No,61,70,40,Covered,Hunter
A0165,BluePeak Systems 165,Customer,Healthcare,North America,Canada,Canada,Strategic,10000+,$5B+,CFO,Strategy,Tier 1,Yes,Yes,67,81,72,Covered,Farmer
A0166,Clearview Data 166,Prospect,Healthcare,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,No,66,90,81,Uncovered,No Owner
A0167,Nova Global 167,Customer,Healthcare,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,Yes,No,62,66,58,Covered,Farmer
A0168,Northstar Health 168,Customer,Manufacturing,Middle East,Qatar,GCC,Strategic,10000+,$5B+,Strategy,CRO,Tier 1,Yes,Yes,90,50,51,Covered,Farmer
A0169,Pioneer Health 169,Prospect,Financial Services,APAC,India,India,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,No,No,56,99,71,Uncovered,No Owner
A0170,Summit Enterprises 170,Customer,Financial Services,Middle East,Qatar,GCC,Mid-Market,1000-4999,$250M-$1B,CFO,Product,Tier 3,Yes,No,73,88,56,Covered,Farmer
A0171,Vertex Ventures 171,Prospect,Technology,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,CFO,Product,Tier 3,No,Yes,77,79,80,Covered,Hunter
A0172,Vertex Ventures 172,Customer,Manufacturing,Middle East,Saudi Arabia,Saudi Arabia,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,Yes,No,65,66,66,Uncovered,No Owner
A0173,Nova Solutions 173,Prospect,Healthcare,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,No,No,85,84,69,Uncovered,No Owner
A0174,Atlas Analytics 174,Customer,Technology,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,Yes,No,82,98,73,Uncovered,No Owner
A0175,Trinity Networks 175,Customer,Technology,Europe,United Kingdom,UKI,Strategic,10000+,$5B+,Product,Strategy,Tier 1,Yes,Yes,85,85,78,Covered,Farmer
A0176,Frontier Global 176,Prospect,Healthcare,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,No,No,48,90,49,Uncovered,No Owner
A0177,Nova Advisory 177,Customer,Healthcare,APAC,Australia,Australia,Strategic,10000+,$5B+,Product,CRO,Tier 1,Yes,Yes,63,67,64,Covered,Farmer
A0178,Catalyst Partners 178,Prospect,Financial Services,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,No,No,76,77,89,Uncovered,No Owner
A0179,BluePeak Global 179,Prospect,Manufacturing,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,56,66,60,Covered,Hunter
A0180,Northstar Global 180,Prospect,Healthcare,APAC,India,India,Mid-Market,1000-4999,$250M-$1B,CFO,Product,Tier 3,No,No,64,58,54,Covered,Hunter
A0181,Atlas Data 181,Customer,Financial Services,Middle East,United Arab Emirates,UAE,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,51,73,71,Covered,Farmer
A0182,Nova Capital 182,Customer,Healthcare,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,Yes,No,78,54,58,Covered,Farmer
A0183,Northstar Systems 183,Customer,Healthcare,APAC,Japan,Japan,Strategic,10000+,$5B+,Strategy,CFO,Tier 1,Yes,Yes,75,98,73,Covered,Farmer
A0184,Vertex Data 184,Customer,Manufacturing,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,Yes,No,72,73,83,Covered,Farmer
A0185,Horizon Enterprises 185,Prospect,Financial Services,Middle East,Qatar,GCC,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,No,No,60,77,71,Covered,Hunter
A0186,Pioneer Ventures 186,Customer,Healthcare,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CFO,Product,Tier 3,Yes,No,73,72,59,Covered,Farmer
A0187,Trinity Manufacturing 187,Prospect,Healthcare,APAC,India,India,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,No,No,42,73,63,Uncovered,No Owner
A0188,Catalyst Technologies 188,Customer,Technology,Europe,United Kingdom,UKI,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,Yes,No,83,69,75,Covered,Farmer
A0189,Pioneer Data 189,Prospect,Healthcare,Europe,Germany,DACH,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,No,No,52,79,67,Covered,Hunter
A0190,Summit Insights 190,Prospect,Manufacturing,Europe,Sweden,Nordics,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,73,84,79,Uncovered,No Owner
A0191,Orion Capital 191,Prospect,Financial Services,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,69,87,67,Uncovered,No Owner
A0192,Horizon Enterprises 192,Prospect,Technology,APAC,India,India,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,No,No,76,94,86,Uncovered,No Owner
A0193,Horizon Partners 193,Customer,Healthcare,APAC,India,India,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,Yes,No,64,66,61,Covered,Farmer
A0194,Horizon Industries 194,Prospect,Manufacturing,Europe,France,France,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,No,No,67,55,63,Uncovered,No Owner
A0195,Sterling Systems 195,Customer,Technology,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,CFO,Product,Tier 3,Yes,No,83,80,59,Uncovered,No Owner
A0196,Northstar Manufacturing 196,Prospect,Healthcare,Middle East,Qatar,GCC,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,66,82,74,Covered,Hunter
A0197,Sterling Data 197,Prospect,Manufacturing,Europe,France,France,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,67,81,74,Covered,Hunter
A0198,Orion Manufacturing 198,Prospect,Financial Services,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,No,No,62,92,78,Covered,Hunter
A0199,Orion Ventures 199,Prospect,Technology,Europe,United Kingdom,UKI,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,No,No,60,99,73,Covered,Hunter
A0200,Evergreen Ventures 200,Customer,Healthcare,North America,Canada,Canada,Strategic,10000+,$5B+,CFO,Product,Tier 1,Yes,Yes,84,93,76,Uncovered,No Owner
A0201,Nexus Group 201,Prospect,Financial Services,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,No,No,56,88,75,Covered,Hunter
A0202,Vertex Global 202,Prospect,Manufacturing,Europe,France,France,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,63,79,77,Uncovered,No Owner
A0203,Pioneer Group 203,Prospect,Manufacturing,Europe,France,France,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,No,No,73,59,71,Uncovered,No Owner
A0204,Evergreen Systems 204,Prospect,Healthcare,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,No,No,86,67,61,Uncovered,No Owner
A0205,Catalyst Labs 205,Customer,Manufacturing,Europe,France,France,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,Yes,No,49,65,59,Covered,Farmer
A0206,Pioneer Manufacturing 206,Prospect,Manufacturing,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,No,No,55,49,60,Covered,Hunter
A0207,Atlas Capital 207,Customer,Technology,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,Yes,No,88,79,82,Covered,Farmer
A0208,BluePeak Labs 208,Prospect,Manufacturing,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,CRO,CFO,Tier 2,No,No,73,45,54,Covered,Hunter
A0209,Horizon Labs 209,Customer,Manufacturing,North America,United States,US West,Strategic,10000+,$5B+,Strategy,CRO,Tier 1,Yes,Yes,47,60,45,Covered,Farmer
A0210,Sterling Enterprises 210,Prospect,Manufacturing,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,No,No,72,65,69,Covered,Hunter
A0211,BluePeak Solutions 211,Prospect,Technology,APAC,Japan,Japan,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,No,80,70,84,Uncovered,No Owner
A0212,Sterling Manufacturing 212,Customer,Technology,Middle East,Saudi Arabia,Saudi Arabia,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,Yes,No,85,75,89,Covered,Farmer
A0213,Pioneer Solutions 213,Customer,Financial Services,Europe,France,France,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,Yes,No,78,90,78,Uncovered,No Owner
A0214,Orion Industries 214,Prospect,Financial Services,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,No,91,97,94,Covered,Hunter
A0215,Evergreen Partners 215,Prospect,Healthcare,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,No,Yes,55,56,53,Uncovered,No Owner
A0216,Atlas Labs 216,Prospect,Technology,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,No,90,67,80,Uncovered,No Owner
A0217,Nova Labs 217,Customer,Technology,APAC,Singapore,Singapore,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,Yes,Yes,57,79,72,Covered,Farmer
A0218,Orion Manufacturing 218,Customer,Financial Services,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,Yes,No,79,74,69,Covered,Farmer
A0219,Frontier Technologies 219,Prospect,Healthcare,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,No,No,67,82,77,Covered,Hunter
A0220,Frontier Analytics 220,Customer,Financial Services,APAC,Singapore,Singapore,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,Yes,No,74,87,80,Covered,Farmer
A0221,BluePeak Systems 221,Prospect,Healthcare,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,55,87,73,Uncovered,No Owner
A0222,Frontier Group 222,Prospect,Financial Services,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,No,No,72,85,67,Uncovered,No Owner
A0223,Evergreen Data 223,Prospect,Technology,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,CFO,Product,Tier 3,No,No,54,99,78,Uncovered,No Owner
A0224,Horizon Ventures 224,Customer,Healthcare,Europe,France,France,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,Yes,No,65,68,59,Covered,Farmer
A0225,Northstar Systems 225,Prospect,Healthcare,APAC,India,India,Mid-Market,1000-4999,$250M-$1B,Product,Strategy,Tier 3,No,No,73,78,84,Uncovered,No Owner
A0226,Frontier Enterprises 226,Customer,Financial Services,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,Yes,No,81,89,63,Uncovered,No Owner
A0227,Frontier Partners 227,Prospect,Healthcare,Europe,Germany,DACH,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,No,54,71,52,Covered,Hunter
A0228,Trinity Manufacturing 228,Customer,Manufacturing,Europe,Germany,DACH,Strategic,10000+,$5B+,CRO,Strategy,Tier 1,Yes,Yes,55,65,71,Covered,Farmer
A0229,Sterling Industries 229,Prospect,Technology,Middle East,United Arab Emirates,UAE,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,66,79,59,Uncovered,No Owner
A0230,Nova Enterprises 230,Prospect,Financial Services,APAC,India,India,Strategic,10000+,$5B+,CFO,CRO,Tier 1,No,Yes,69,99,93,Covered,Hunter
A0231,Vertex Advisory 231,Prospect,Healthcare,Europe,Sweden,Nordics,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,No,No,92,85,84,Uncovered,No Owner
A0232,Crescent Insights 232,Prospect,Manufacturing,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,No,Yes,75,55,57,Uncovered,No Owner
A0233,Evergreen Digital 233,Customer,Manufacturing,Middle East,Qatar,GCC,Strategic,10000+,$5B+,CRO,Product,Tier 1,Yes,Yes,68,81,50,Covered,Farmer
A0234,Sterling Advisory 234,Customer,Technology,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,Yes,No,65,73,73,Covered,Farmer
A0235,Evergreen Partners 235,Prospect,Manufacturing,Middle East,United Arab Emirates,UAE,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,No,66,57,63,Covered,Hunter
A0236,Crescent Group 236,Prospect,Financial Services,Europe,Sweden,Nordics,Strategic,10000+,$5B+,CFO,Strategy,Tier 1,No,Yes,87,50,64,Covered,Hunter
A0237,Vertex Ventures 237,Customer,Healthcare,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,Yes,No,75,83,68,Uncovered,No Owner
A0238,Summit Technologies 238,Customer,Financial Services,Middle East,United Arab Emirates,UAE,Strategic,10000+,$5B+,Strategy,CRO,Tier 1,Yes,Yes,67,92,62,Covered,Farmer
A0239,Sterling Analytics 239,Customer,Technology,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,Yes,No,57,93,77,Covered,Farmer
A0240,Orion Advisory 240,Prospect,Technology,APAC,India,India,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,No,71,74,70,Covered,Hunter
A0241,Catalyst Networks 241,Customer,Technology,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,Yes,No,58,84,62,Covered,Farmer
A0242,Meridian Ventures 242,Prospect,Technology,Europe,Germany,DACH,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,No,No,75,82,78,Uncovered,No Owner
A0243,Sterling Networks 243,Customer,Healthcare,APAC,Singapore,Singapore,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,68,68,56,Uncovered,No Owner
A0244,BluePeak Industries 244,Prospect,Financial Services,Middle East,Qatar,GCC,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,No,No,90,87,84,Uncovered,No Owner
A0245,BluePeak Analytics 245,Customer,Healthcare,APAC,India,India,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,Yes,No,71,88,75,Covered,Farmer
A0246,Apex Insights 246,Customer,Financial Services,Middle East,United Arab Emirates,UAE,Strategic,10000+,$5B+,CRO,CFO,Tier 1,Yes,Yes,56,88,56,Covered,Farmer
A0247,Nova Technologies 247,Customer,Financial Services,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,Yes,No,46,99,55,Uncovered,No Owner
A0248,Atlas Capital 248,Customer,Technology,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,Yes,No,76,76,81,Covered,Farmer
A0249,Meridian Manufacturing 249,Customer,Financial Services,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,Yes,No,99,84,98,Covered,Farmer
A0250,Evergreen Networks 250,Customer,Technology,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,67,99,74,Covered,Farmer
A0251,Quantum Solutions 251,Prospect,Healthcare,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,No,No,61,74,94,Covered,Hunter
A0252,Horizon Networks 252,Customer,Financial Services,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,Yes,No,71,99,75,Covered,Farmer
A0253,Nova Networks 253,Prospect,Technology,North America,United States,US East,Strategic,10000+,$5B+,Strategy,Product,Tier 1,No,Yes,79,89,75,Uncovered,No Owner
A0254,Horizon Digital 254,Prospect,Financial Services,Europe,France,France,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,61,86,81,Uncovered,No Owner
A0255,Orion Systems 255,Prospect,Healthcare,APAC,Japan,Japan,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,77,65,64,Covered,Hunter
A0256,Evergreen Manufacturing 256,Customer,Technology,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,Yes,No,89,98,71,Covered,Farmer
A0257,Northstar Data 257,Customer,Manufacturing,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,Yes,No,54,85,58,Covered,Farmer
A0258,Catalyst Health 258,Prospect,Manufacturing,Europe,Sweden,Nordics,Strategic,10000+,$5B+,CFO,CRO,Tier 1,No,Yes,65,81,65,Covered,Hunter
A0259,Frontier Capital 259,Customer,Financial Services,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,Yes,No,60,71,74,Covered,Farmer
A0260,BluePeak Solutions 260,Prospect,Healthcare,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,No,No,84,60,64,Covered,Hunter
A0261,Nova Global 261,Prospect,Technology,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,83,87,74,Uncovered,No Owner
A0262,Sterling Global 262,Customer,Manufacturing,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,Yes,No,55,59,55,Covered,Farmer
A0263,Summit Digital 263,Customer,Manufacturing,North America,United States,US East,Strategic,10000+,$5B+,Strategy,CFO,Tier 1,Yes,Yes,77,68,63,Covered,Farmer
A0264,Orion Insights 264,Prospect,Manufacturing,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,55,84,72,Covered,Hunter
A0265,Trinity Insights 265,Prospect,Technology,APAC,India,India,Enterprise,5000-9999,$1B-$5B,CRO,CFO,Tier 2,No,No,63,79,65,Covered,Hunter
A0266,Trinity Labs 266,Prospect,Financial Services,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,No,No,56,81,72,Uncovered,No Owner
A0267,Catalyst Systems 267,Customer,Financial Services,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,Yes,Yes,67,81,82,Uncovered,No Owner
A0268,Meridian Analytics 268,Customer,Financial Services,Europe,Germany,DACH,Strategic,10000+,$5B+,CRO,Product,Tier 1,Yes,Yes,54,87,61,Covered,Farmer
A0269,BluePeak Advisory 269,Customer,Healthcare,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,Yes,No,80,69,69,Covered,Farmer
A0270,Apex Enterprises 270,Customer,Manufacturing,Europe,France,France,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,Yes,No,62,50,53,Covered,Farmer
A0271,Clearview Technologies 271,Prospect,Technology,North America,United States,US West,Strategic,10000+,$5B+,CRO,Strategy,Tier 1,No,Yes,71,91,70,Uncovered,No Owner
A0272,Crescent Enterprises 272,Customer,Healthcare,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,Yes,No,66,66,66,Covered,Farmer
A0273,Trinity Industries 273,Prospect,Financial Services,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,No,Yes,57,86,78,Uncovered,No Owner
A0274,Northstar Technologies 274,Prospect,Technology,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,No,No,99,78,70,Covered,Hunter
A0275,Meridian Advisory 275,Prospect,Manufacturing,North America,United States,US East,Strategic,10000+,$5B+,Strategy,CFO,Tier 1,No,Yes,52,87,65,Covered,Hunter
A0276,Crescent Ventures 276,Prospect,Technology,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,85,68,70,Covered,Hunter
A0277,Sterling Ventures 277,Customer,Healthcare,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,Yes,No,65,70,77,Covered,Farmer
A0278,Frontier Ventures 278,Prospect,Technology,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,No,82,75,64,Uncovered,No Owner
A0279,Horizon Capital 279,Prospect,Healthcare,APAC,Singapore,Singapore,Strategic,10000+,$5B+,Strategy,Product,Tier 1,No,Yes,69,62,71,Uncovered,No Owner
A0280,Crescent Capital 280,Prospect,Financial Services,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,Yes,69,94,84,Uncovered,No Owner
A0281,Clearview Labs 281,Prospect,Technology,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,No,73,93,71,Covered,Hunter
A0282,Quantum Labs 282,Prospect,Financial Services,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,No,67,86,88,Covered,Hunter
A0283,Northstar Insights 283,Customer,Healthcare,Europe,France,France,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,Yes,No,53,65,46,Covered,Farmer
A0284,Pioneer Health 284,Prospect,Healthcare,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,55,71,77,Covered,Hunter
A0285,Crescent Systems 285,Prospect,Financial Services,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,Product,Strategy,Tier 3,No,No,73,85,85,Covered,Hunter
A0286,Orion Health 286,Prospect,Financial Services,Europe,United Kingdom,UKI,Strategic,10000+,$5B+,Strategy,CFO,Tier 1,No,Yes,70,90,70,Uncovered,No Owner
A0287,BluePeak Networks 287,Customer,Technology,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,84,73,67,Uncovered,No Owner
A0288,Frontier Technologies 288,Prospect,Healthcare,APAC,Japan,Japan,Mid-Market,1000-4999,$250M-$1B,Product,Strategy,Tier 3,No,No,72,88,83,Covered,Hunter
A0289,Catalyst Global 289,Customer,Manufacturing,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,Yes,No,49,57,61,Covered,Farmer
A0290,Horizon Advisory 290,Prospect,Technology,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,No,No,70,97,86,Uncovered,No Owner
A0291,Trinity Labs 291,Prospect,Financial Services,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,70,88,65,Uncovered,No Owner
A0292,Horizon Systems 292,Customer,Technology,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,Yes,No,95,74,74,Uncovered,No Owner
A0293,Horizon Partners 293,Prospect,Technology,Europe,United Kingdom,UKI,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,No,No,90,88,87,Covered,Hunter
A0294,Trinity Systems 294,Prospect,Manufacturing,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,No,No,54,64,76,Uncovered,No Owner
A0295,Atlas Systems 295,Prospect,Financial Services,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,No,No,58,95,72,Uncovered,No Owner
A0296,Nexus Manufacturing 296,Customer,Technology,APAC,India,India,Strategic,10000+,$5B+,Product,CRO,Tier 1,Yes,Yes,70,55,67,Uncovered,No Owner
A0297,Summit Global 297,Customer,Technology,Europe,France,France,Strategic,10000+,$5B+,Product,CFO,Tier 1,Yes,Yes,81,71,68,Uncovered,No Owner
A0298,Nexus Ventures 298,Customer,Technology,Middle East,Saudi Arabia,Saudi Arabia,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,Yes,No,91,81,93,Covered,Farmer
A0299,Horizon Enterprises 299,Customer,Technology,Europe,Germany,DACH,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,Yes,Yes,65,89,70,Uncovered,No Owner
A0300,Quantum Solutions 300,Prospect,Healthcare,Europe,United Kingdom,UKI,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,No,No,57,90,84,Covered,Hunter
A0301,Vertex Partners 301,Prospect,Manufacturing,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,64,49,51,Covered,Hunter
A0302,Nova Holdings 302,Customer,Technology,Europe,France,France,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,Yes,Yes,60,89,71,Covered,Farmer
